suburb,state,assigned_region,latitude,longitude
Tieri,Queensland,Central Queensland,-23.0383,148.3446
Tin Can Bay,,,-25.9191,153.0032
Tinana,Queensland,Wide Bay,-25.552,152.6659
Tinana South,Queensland,Wide Bay,-25.5885,152.6709
Tinaroo,Queensland,Cairns,-17.1693,145.5479
Tinbeerwah,Queensland,Sunshine Coast,-26.4044,152.9826
Tingalpa,,,-27.4736,153.127
Tingoora,Queensland,Wide Bay,-26.3667,151.8167
Tingun,Queensland,Darling Downs - Maranoa,-26.7948,148.8806
Tinnanbar,,,-25.7582,152.9565
Tipton,Queensland,Darling Downs - Maranoa,-27.4636,151.2637
Tirroan,Queensland,Wide Bay,-25.0167,151.9333
Tivoli,Queensland,Ipswich,-27.5928,152.768
Togara,Queensland,Central Queensland,-23.6096,149.584
Toko,,,-22.9114,139.9093
Tolga,,,-17.1856,145.4771
Toll,Queensland,Townsville,-20.05,146.2523
Toobanna,Queensland,Townsville,-18.7,146.15
Toobeah,,,-28.4206,149.8662
Toogoolawah,Queensland,Ipswich,-27.0866,152.3764
Toogoom,,,-25.2564,152.6902
Toolakea,,,-19.1476,146.5863
Toolara Forest,,,-25.9966,152.8371
Toolburra,Queensland,Darling Downs - Maranoa,-28.1667,151.9667
Toolooa,Queensland,Central Queensland,-23.885,151.2678
Toomulla,,,-19.0828,146.4749
Toondahra,Queensland,Wide Bay,-25.5946,151.6672
Toonpan,Queensland,Townsville,-19.5039,146.8703
Toorbul,,,-27.0322,153.0983
Toowong,,,-27.4833,152.9833
Toowoomba City,Queensland,Toowoomba,-27.5598,151.9507
Top Camp,Queensland,Toowoomba,-27.6358,151.9392
Topaz,Queensland,Cairns,-17.4167,145.7167
Torbanlea,Queensland,Wide Bay,-25.3453,152.5938
Torquay (Qld),,,,
Torrens Creek,,,-20.7667,145.0167
Torres Strait,,,,
Torrington (Qld),Queensland,Toowoomba,,
Towen Mountain,Queensland,Sunshine Coast,-26.6468,152.9284
Towers Hill,Queensland,Townsville,-20.0906,146.2503
Town Common,,,-19.2183,146.7552
Townson,,,-27.8833,152.3667
Townsville City,,,-19.258,146.8145
Townview,Queensland,Queensland - Outback,-20.7325,139.5048
Traveston,,,-26.3167,152.7833
Trebonne,Queensland,Townsville,-18.6254,146.0792
Tregony,,,-28.0649,152.3424
Trinity Beach,,,-16.7888,145.6968
Trinity Park,,,-16.8068,145.7055
Trotter Creek,Queensland,Central Queensland,-23.667,150.3862
Trunding,,,-12.6342,141.8696
Tuan,,,-25.6811,152.8735
Tuan Forest,,,-25.7283,152.794
Tuchekoi,,,-26.184,152.6411
Tuckerang,Queensland,Darling Downs - Maranoa,-26.9323,150.9229
Tuen,Queensland,Queensland - Outback,-28.5667,145.7167
Tugun,,,-28.15,153.5
Tully,Queensland,Cairns,-17.9326,145.9228
Tully Heads,,,-18.0232,146.0558
Tummaville,Queensland,Darling Downs - Maranoa,-27.8754,151.5056
Tumoulin,Queensland,Cairns,-17.5805,145.4635
Tungamull,Queensland,Central Queensland,-23.3167,150.6833
Turallin,Queensland,Darling Downs - Maranoa,-27.8333,151.2167
Turkey Beach,,,-24.0824,151.6522
Turrawulla,Queensland,Mackay - Isaac - Whitsunday,-21.6117,148.4158
Twin Waters,,,-26.6342,153.0811
Two Mile,Queensland,Wide Bay,-26.1689,152.641
Tyrconnel,,,-26.6071,147.4952
Ugar Island,,,-16.6282,145.2087
Ulogie,Queensland,Central Queensland,-23.9462,150.5141
Umagico,,,-16.6282,145.2087
Umbiram,,,-27.6692,151.7663
Underwood (Qld),,,,
Undullah,,,-27.8913,152.8376
Upper Barron,Queensland,Cairns,-17.3508,145.576
Upper Brookfield,,,-27.4667,152.8667
Upper Caboolture,Queensland,Moreton Bay - North,-27.1167,152.8833
Upper Coomera,Queensland,Gold Coast,-27.8768,153.2857
Upper Cooyar Creek,,,-26.9588,151.8899
Upper Daintree,Queensland,Cairns,-16.2231,145.2919
Upper Daradgee,Queensland,Cairns,-17.5184,145.9607
Upper Dawson,,,-25.4833,148.6622
Upper Flagstone,Queensland,Toowoomba,-27.5932,152.178
Upper Freestone,Queensland,Darling Downs - Maranoa,-28.1371,152.1949
Upper Glastonbury,Queensland,Wide Bay,-26.25,152.5
Upper Haughton,Queensland,Townsville,-19.5259,147.1206
Upper Kandanga,,,-26.4167,152.5833
Upper Kedron,,,-27.4188,152.9178
Upper Lockyer,Queensland,Toowoomba,-27.6667,152.2333
Upper Mount Gravatt,Queensland,Brisbane - South,-27.5613,153.0845
Upper Pilton,,,-27.8701,152.0458
Upper Pinelands,Queensland,Darling Downs - Maranoa,-27.2357,152.0854
Upper Stone,Queensland,Townsville,-18.7333,145.9667
Upper Tenthill,Queensland,Toowoomba,-27.6667,152.2333
Upper Warrego,,,-25.735,146.7856
Upper Wheatvale,Queensland,Darling Downs - Maranoa,-28.1384,151.8828
Upper Yarraman,,,-26.8906,151.906
Urangan,,,-25.2921,152.9053
Urraween,Queensland,Wide Bay,-25.2952,152.8221
Utchee Creek,Queensland,Cairns,-17.6306,145.9157
V Gate,Queensland,Darling Downs - Maranoa,-26.8855,147.7977
Valdora,Queensland,Sunshine Coast,-26.5459,153.0068
Vale View,Queensland,Toowoomba,-27.6619,151.899
Valentine Plains,,,-24.4167,150.5833
Valkyrie,Queensland,Mackay - Isaac - Whitsunday,-21.6117,148.4158
Valley Of Lagoons,,,-18.659,146.1522
Varsity Lakes,Queensland,Gold Coast,-28.0894,153.4122
Vasa Views,Queensland,Cairns,-17.4657,145.9693
Ventnor (Qld),Queensland,Wide Bay,,
Veradilla,Queensland,Toowoomba,-27.5937,152.193
Veresdale,Queensland,Logan - Beaudesert,-27.9167,152.9833
Veresdale Scrub,Queensland,Logan - Beaudesert,-27.9168,153.0166
Vernor,Queensland,Ipswich,-27.4667,152.6167
Verrierdale,Queensland,Sunshine Coast,-26.4821,152.9986
Veteran,Queensland,Wide Bay,-26.159,152.6898
Victoria Hill,Queensland,Darling Downs - Maranoa,-27.9134,151.9138
Victoria Plains,Queensland,Mackay - Isaac - Whitsunday,-21.2002,149.0155
Victoria Plantation,Queensland,Townsville,-18.6496,146.207
Victoria Point (Qld),,,,
Victoria Vale,Queensland,Queensland - Outback,-20.4831,142.8984
Victory Heights (Qld),Queensland,Wide Bay,,
Villeneuve,Queensland,Moreton Bay - North,-26.9484,152.6324
Vincent,Queensland,Townsville,-19.2834,146.7646
Vinegar Hill,,,-27.5011,152.2566
Virginia (Qld),Queensland,Brisbane - North,,
Wacol,,,-27.5833,152.9333
Wahoon,Queensland,Wide Bay,-25.5946,151.6672
Waikola,,,-26.1289,150.0651
Wainui,Queensland,Darling Downs - Maranoa,-27.325,151.4574
Wairuna,,,-17.2789,145.4074
Wakerley,Queensland,Brisbane - East,-27.483,153.1559
Walhallow,Queensland,Darling Downs - Maranoa,-31.5165,150.387
Walhallow,Queensland,Darling Downs - Maranoa,-26.5667,148.2167
Walkamin,,,-17.1368,145.4172
Walkers Point,Queensland,Wide Bay,-25.513,152.749
Walkerston,Queensland,Mackay - Isaac - Whitsunday,-21.161,149.0581
Walkervale,Queensland,Wide Bay,-24.8827,152.3589
Wallaces Creek,Queensland,Ipswich,-28.0705,152.6535
Wallaman,Queensland,Townsville,-18.659,146.1522
Wallangarra,,,-28.9239,151.9282
Wallaroo (Qld),Queensland,Central Queensland,,
Wallaville,Queensland,Wide Bay,-25.0765,151.9952
Walliebum,Queensland,Wide Bay,-25.406,152.683
Walligan,Queensland,Wide Bay,-25.3359,152.7618
Walloon,Queensland,Ipswich,-27.6055,152.6643
Wallu,Queensland,Wide Bay,-25.9493,152.9065
Wallumbilla,Queensland,Darling Downs - Maranoa,-26.5827,149.1871
Wallumbilla North,Queensland,Darling Downs - Maranoa,-26.4597,149.2017
Wallumbilla South,Queensland,Darling Downs - Maranoa,-26.4947,149.164
Walmul,Queensland,Central Queensland,-23.7167,150.3833
Walter Hill,Queensland,Cairns,-17.9597,145.9168
Walter Lever Estate,Queensland,Cairns,-17.7196,145.9731
Walterhall,Queensland,Central Queensland,-23.6275,150.3834
Wamuran,Queensland,Moreton Bay - North,-27.0391,152.8654
Wamuran Basin,Queensland,Moreton Bay - North,-27.0475,152.8262
Wandal,Queensland,Central Queensland,-23.3688,150.4938
Wandoan,Queensland,Darling Downs - Maranoa,-26.1228,149.9603
Wangan,Queensland,Cairns,-17.5775,146.0067
Wangaratta (Qld),,,,
Wangetti,,,-16.6593,145.5664
Wanjuru,,,-17.5155,145.9973
Wanora,Queensland,Ipswich,-27.5167,152.6667
Warana,,,-26.7227,153.1269
Warburton (Qld),Queensland,Queensland - Outback,,
Ward,Queensland,Queensland - Outback,-26.4481,146.1413
Warenda,Queensland,Queensland - Outback,-22.9114,139.9093
Warkon,Queensland,Darling Downs - Maranoa,-27.2329,149.0775
Warner,Queensland,Moreton Bay - South,-27.3122,152.9498
Warnoah,Queensland,Central Queensland,-24.6036,149.86
Warnung,Queensland,Wide Bay,-26.1554,151.8368
Warra,Queensland,Darling Downs - Maranoa,-26.9323,150.9229
Warraber Islet,,,-16.6282,145.2087
Warrami,Queensland,Cairns,-18.0898,145.8269
Warrill View,Queensland,Ipswich,-27.8241,152.6137
Warroo (Qld),Queensland,Darling Downs - Maranoa,,
Warrubullen,Queensland,Cairns,-17.6913,146.0167
Warwick (Qld),Queensland,Darling Downs - Maranoa,,
Washpool (Qld),,,,
Watalgan,,,-24.65,152.0333
Wateranga,Queensland,Wide Bay,-25.3904,151.8448
Waterford (Qld),Queensland,Logan - Beaudesert,,
Waterford West,Queensland,Logan - Beaudesert,-27.6906,153.1332
Waterloo (Qld),,,,
Watsons Crossing,,,-29.0812,151.2914
Watsonville,,,-17.3833,145.3167
Wattle Camp,Queensland,Wide Bay,-26.4572,151.9623
Wattle Grove (Qld),Queensland,Wide Bay,,
Wattle Ridge (Qld),Queensland,Darling Downs - Maranoa,,
Wattlebank,Queensland,Central Queensland,-23.1333,150.3667
Waua Islet,,,-16.6282,145.2087
Waugh Pocket,Queensland,Cairns,-17.4475,145.9456
Wavell Heights,,,-27.3938,153.047
Waverley (Qld),Queensland,Queensland - Outback,,
Wealwandangie,Queensland,Central Queensland,-24.2198,147.9609
Webb,,,-17.5301,146.0442
Weengallon,Queensland,Darling Downs - Maranoa,-28.3586,149.0537
Weerriba,Queensland,Central Queensland,-23.1053,150.717
Weipa Airport,Queensland,Queensland - Outback,-12.5223,142.106
Weir River,Queensland,Darling Downs - Maranoa,-27.2747,150.769
Welcome Creek,Queensland,Wide Bay,-24.7815,152.2825
Wellcamp,,,-27.55,151.8667
Wellesley (Qld),Queensland,Darling Downs - Maranoa,,
Wellesley Islands,,,-17.2171,145.2114
Wellesley Islands,,,-16.6318,139.4014
Wellington Point,,,-27.4833,153.25
Welsby,,,-26.9714,153.1292
Wengenville,Queensland,Wide Bay,-26.8333,151.7
Wenlock,Queensland,Queensland - Outback,-13.0841,142.9423
Weranga,Queensland,Darling Downs - Maranoa,-27.3051,150.7262
Weribone,Queensland,Darling Downs - Maranoa,-27.2039,148.8696
West End (Brisbane - Qld),,,,
West End (Townsville - Qld),Queensland,Townsville,,
West Gladstone,Queensland,Central Queensland,-23.8612,151.2453
West Haldon,,,-27.7103,152.2685
West Ipswich,Queensland,Ipswich,-27.6213,152.7482
West Mackay,,,-21.1547,149.1618
West Point,,,-19.1409,146.8244
West Prairie,Queensland,Darling Downs - Maranoa,-27.2775,151.5927
West Rockhampton,Queensland,Central Queensland,-23.3794,150.4818
West Stowe,Queensland,Central Queensland,-23.9123,151.1302
West Wellesley Islands,,,-17.2171,145.2114
West Wellesley Islands,,,-14.6095,142.5487
West Woombye,Queensland,Sunshine Coast,-26.6664,152.9256
Westbrook (Qld),,,,
Westcourt,Queensland,Cairns,-16.9304,145.753
Western Creek (Qld),Queensland,Darling Downs - Maranoa,,
Westgrove,,,-25.6034,148.6919
Westlake,,,-27.5486,152.9128
Westmar,Queensland,Darling Downs - Maranoa,-27.9208,149.7176
Westvale,,,-27.0268,152.6087
Westwood (Qld),Queensland,Central Queensland,,
Wetheron,Queensland,Wide Bay,-25.5457,151.7187
Weyba Downs,Queensland,Sunshine Coast,-26.4495,153.0472
Wharps,Queensland,Townsville,-18.659,146.1522
Wheatlands,Queensland,Wide Bay,-26.2812,151.8034
Wheatvale,Queensland,Darling Downs - Maranoa,-28.1667,151.8833
Whetstone,Queensland,Darling Downs - Maranoa,-28.5,150.9333
Whichello,Queensland,Darling Downs - Maranoa,-27.2936,151.9872
White Mountain,,,-27.4293,152.0991
White Patch,,,-27.0307,153.1282
White Rock (Cairns - Qld),Queensland,Cairns,,
White Rock (Ipswich - Qld),Queensland,Ipswich,,
Whiteside,Queensland,Moreton Bay - South,-27.2571,152.9116
Whitfield (Qld),Queensland,Cairns,,
Whitsundays,,,-20.1194,148.9133
Whyanbeel,Queensland,Cairns,-16.384,145.3413
Widgee,Queensland,Wide Bay,-26.2173,152.4308
Widgee Crossing North,Queensland,Wide Bay,-26.1855,152.6207
Widgee Crossing South,Queensland,Wide Bay,-26.1984,152.6077
Widgeegoara,Queensland,Queensland - Outback,-28.2531,145.5832
Wieambilla,Queensland,Darling Downs - Maranoa,-27.0167,150.5
Wights Mountain,Queensland,Moreton Bay - South,-27.3933,152.8554
Wigton,Queensland,Wide Bay,-26.182,151.712
Wildash,Queensland,Darling Downs - Maranoa,-28.3392,152.0289
Wilkesdale,Queensland,Wide Bay,-26.3667,151.65
Willawong,,,-27.5972,153.0074
Willow Vale (Qld),Queensland,Gold Coast,,
Willowbank,Queensland,Ipswich,-27.6821,152.6741
Willows,,,-23.6575,147.4807
Willowvale (Qld),Queensland,Darling Downs - Maranoa,,
Wills,Queensland,Queensland - Outback,-22.9114,139.9093
Wilson Beach,,,-20.4735,148.7261
Wilson Valley,Queensland,Wide Bay,-25.5683,151.8665
Wilsons Plains,Queensland,Ipswich,-27.8409,152.6528
Wilsons Pocket,Queensland,Wide Bay,-26.1204,152.8088
Wilsonton,Queensland,Toowoomba,-27.5431,151.9168
Wilsonton Heights,Queensland,Toowoomba,-27.5323,151.9244
Wilston,Queensland,Brisbane Inner City,-27.4322,153.019
Winchester,Queensland,Mackay - Isaac - Whitsunday,-22.1309,148.1868
Winchester,Queensland,Mackay - Isaac - Whitsunday,-29.7737,115.9273
Windaroo,,,-27.7459,153.1934
Windera (Qld),Queensland,Wide Bay,,
Windermere (Qld),Queensland,Wide Bay,,
Windeyer (Qld),,,,
Windorah,Queensland,Queensland - Outback,-25.4222,142.6566
Windsor (Qld),Queensland,Brisbane Inner City,,
Winfield,,,-24.5535,152.0128
Winston,Queensland,Queensland - Outback,-20.7037,139.4991
Winton (Qld),Queensland,Queensland - Outback,,
Winwill,Queensland,Toowoomba,-27.6,152.2167
Winya,Queensland,Moreton Bay - North,-26.9424,152.5764
Wishart (Qld),Queensland,Brisbane - South,,
Withcott,Queensland,Toowoomba,-27.5541,152.0243
Witheren,Queensland,Gold Coast,-28.0392,153.1916
Witta,Queensland,Sunshine Coast,-26.7,152.8167
Wivenhoe Hill,Queensland,Ipswich,-27.3698,152.535
Wivenhoe Pocket,Queensland,Ipswich,-27.4219,152.6217
Wiyarra,Queensland,Darling Downs - Maranoa,-28.2752,152.2135
Woleebee,Queensland,Darling Downs - Maranoa,-26.2944,149.844
Wolfang,,,-22.652,147.8724
Wolffdene,,,-27.7833,153.1833
Wolvi,Queensland,Wide Bay,-26.1667,152.8333
Womalilla,Queensland,Darling Downs - Maranoa,-26.5,147.8333
Womblebank,,,-26.5368,147.851
Womina,Queensland,Darling Downs - Maranoa,-28.1833,152.05
Wonbah,Queensland,Wide Bay,-25.1,151.65
Wonbah Forest,Queensland,Wide Bay,-25.0285,151.8653
Wondai,Queensland,Wide Bay,-26.3177,151.8724
Wondalli,Queensland,Darling Downs - Maranoa,-28.3811,150.5919
Wondecla,Queensland,Cairns,-17.4167,145.4
Wondunna,Queensland,Wide Bay,-25.3176,152.8591
Wonga Beach,,,-16.346,145.412
Wongabel,,,-17.3259,145.4714
Wongaling Beach,,,-17.9133,146.0961
Wongawallan,Queensland,Gold Coast,-27.8755,153.2287
Wonglepong,,,-27.9669,153.1638
Woocoo,Queensland,Wide Bay,-25.6887,152.3084
Woodbine (Qld),Queensland,Toowoomba,,
Woodbury (Qld),,,,
Woodend (Qld),Queensland,Ipswich,,
Wooderson,Queensland,Central Queensland,-23.9966,151.0988
Woodford (Qld),,,,
Woodgate,,,-25.1083,152.5625
Woodhill (Qld),Queensland,Logan - Beaudesert,,
Woodlands (Qld),,,,
Woodleigh (Qld),Queensland,Darling Downs - Maranoa,,
Woodmillar,Queensland,Wide Bay,-25.6511,151.5925
Woodridge (Qld),,,,
Woodstock (Qld),Queensland,Townsville,,
Woodwark,,,-20.2358,148.6533
Woody Point,,,-27.2561,153.1043
Woolein,Queensland,Central Queensland,-23.6096,149.584
Woolgar,Queensland,Queensland - Outback,-19.8,143.2833
Woolloongabba,,,-27.4886,153.0365
Woolmar,Queensland,Moreton Bay - North,-26.8574,152.5507
Woolmer,Queensland,Toowoomba,-27.45,151.9167
Woolooga,Queensland,Wide Bay,-25.984,152.4028
Woolooman,Queensland,Ipswich,-27.8747,152.7657
Wooloowin,Queensland,Brisbane Inner City,-27.4224,153.042
Woolshed,Queensland,Ipswich,-27.5995,152.506
Woolshed,Queensland,Ipswich,-36.3167,146.6333
Woombye,Queensland,Sunshine Coast,-26.6605,152.9695
Woondum,Queensland,Wide Bay,-26.2507,152.7281
Woongarra,Queensland,Wide Bay,-24.8987,152.4217
Woongoolba,,,-27.75,153.3333
Woopen Creek,Queensland,Cairns,-17.4716,145.8726
Woorabinda,Queensland,Central Queensland,-24.1306,149.4566
Woorim,,,-27.0693,153.2043
Wooroolin,Queensland,Wide Bay,-26.4167,151.8167
Wooroona,Queensland,Central Queensland,-24.018,149.328
Wooroonden,Queensland,Wide Bay,-26.1653,151.9097
Wooroonooran (Cairns - Qld),Queensland,Cairns,,
Wooroonooran (Cassowary Coast - Qld),Queensland,Cairns,,
Wootha,,,-26.7882,152.8009
Woowoonga,Queensland,Wide Bay,-25.4776,152.0737
Woree,Queensland,Cairns,-16.95,145.75
Worongary,Queensland,Gold Coast,-28.05,153.35
Wowan,Queensland,Central Queensland,-23.9167,150.1833
Wrattens Forest,Queensland,Wide Bay,-26.1696,152.0783
Wrights Creek (Qld),Queensland,Cairns,,
Wrotham,Queensland,Queensland - Outback,-14.6095,142.5487
Wujal Wujal,,,-15.9456,145.3185
Wulguru,Queensland,Townsville,-19.3285,146.8184
Wulkuraka,Queensland,Ipswich,-27.6143,152.7219
Wunjunga,,,-19.8016,147.5385
Wura,Queensland,Central Queensland,-23.7884,150.3322
Wurdong Heights,Queensland,Central Queensland,-23.9792,151.3011
Wurtulla,,,-26.7565,153.128
Wuruma Dam,Queensland,Wide Bay,-25.1314,150.9749
Wutul,Queensland,Darling Downs - Maranoa,-27.0333,151.8
Wyaga,Queensland,Darling Downs - Maranoa,-28.1912,150.6307
Wyalla,,,-26.4783,152.0636
Wyandra,Queensland,Queensland - Outback,-27.2478,145.9805
Wyaralong,,,-27.9401,152.7729
Wyberba,Queensland,Darling Downs - Maranoa,-28.8619,151.8646
Wycarbah,Queensland,Central Queensland,-23.55,150.2167
Wychie,Queensland,Darling Downs - Maranoa,-26.8452,150.7916
Wycombe,Queensland,Darling Downs - Maranoa,-27.502,148.6
Wynnum,,,-27.4453,153.1581
Wynnum West,Queensland,Brisbane - East,-27.4582,153.1532
Wyreema,,,-27.6558,151.8553
Wyuna (Qld),,,,
Yaamba,Queensland,Central Queensland,-23.1333,150.3667
Yabulu,,,-19.201,146.5888
Yagaburne,Queensland,Darling Downs - Maranoa,-28.1267,150.5385
Yagoonya,,,-14.6095,142.5487
Yalangur,,,-27.4167,151.8333
Yalboroo,Queensland,Mackay - Isaac - Whitsunday,-20.8333,148.65
Yamanto,Queensland,Ipswich,-27.6603,152.7386
Yandaran,,,-24.7217,152.114
Yandarlo,Queensland,Queensland - Outback,-25.1244,146.4943
Yandilla,Queensland,Darling Downs - Maranoa,-27.85,151.3667
Yandina,Queensland,Sunshine Coast,-26.5616,152.9559
Yandina Creek,Queensland,Sunshine Coast,-26.5387,153.0389
Yangan,Queensland,Darling Downs - Maranoa,-28.1932,152.2069
Yargullen,Queensland,Darling Downs - Maranoa,-27.4825,151.5988
Yaroomba,,,-26.5513,153.097
Yarrabah,,,-16.9945,145.8972
Yarrabilba,Queensland,Logan - Beaudesert,-27.8086,153.1116
Yarraden,,,-14.3019,143.3133
Yarraman (Qld),,,,
Yarranlea,Queensland,Darling Downs - Maranoa,-27.7283,151.5257
Yarrol,Queensland,Wide Bay,-24.7938,151.0454
Yarwun,,,-23.8172,151.1487
Yatala,,,-27.7167,153.2167
Yeerongpilly,,,-27.531,153.0094
Yelarbon,,,-28.5725,150.7513
Yenda (Qld),Queensland,Wide Bay,,
Yengarie,Queensland,Wide Bay,-25.5562,152.6082
Yeppoon,,,-23.1268,150.7441
Yeronga,,,-27.5157,153.0164
Yerra,Queensland,Wide Bay,-25.61,152.5356
Yimbun,,,-27.0333,152.3667
Yorkeys Knob,,,-16.8028,145.7208
Yowah,Queensland,Queensland - Outback,-28.0667,144.7833
Yugar,Queensland,Moreton Bay - South,-27.3457,152.8718
Yulabilla,Queensland,Darling Downs - Maranoa,-27.025,149.7921
Yuleba,Queensland,Darling Downs - Maranoa,-26.6115,149.3821
Yuleba North,Queensland,Darling Downs - Maranoa,-26.5006,149.3945
Yuleba South,Queensland,Darling Downs - Maranoa,-26.7372,149.4077
Yungaburra,Queensland,Cairns,-17.2706,145.5833
Yuruga,Queensland,Townsville,-18.8333,146.1667
Zillmere,Queensland,Brisbane - North,-27.3559,153.0445
Zilzie,,,-23.2887,150.7982
No usual address (Qld),,,,
Migratory - Offshore - Shipping (Qld),,,,
Aberfoyle Park,South Australia,Adelaide - South,-35.0768,138.5916
Adelaide,,,-34.9287,138.5986
Adelaide Airport,South Australia,Adelaide - West,-34.9391,138.5341
Agery,South Australia,Barossa - Yorke - Mid North,-34.1568,137.7429
Alawoona,South Australia,South Australia - South East,-34.7333,140.5167
Albert Park (SA),South Australia,Adelaide - West,,
Alberton (SA),South Australia,Adelaide - West,,
Aldgate,South Australia,Adelaide - Central and Hills,-35.0167,138.7333
Aldinga,South Australia,Adelaide - South,-35.2833,138.4833
Aldinga Beach,,,-35.2783,138.458
Alford,South Australia,Barossa - Yorke - Mid North,-33.8167,137.8167
Allenby Gardens,South Australia,Adelaide - West,-34.8977,138.5542
Allendale East,South Australia,South Australia - South East,-38.0037,140.7092
Allendale North,South Australia,Barossa - Yorke - Mid North,-34.3011,138.9147
Alma (SA),South Australia,Barossa - Yorke - Mid North,,
Altona (SA),South Australia,Barossa - Yorke - Mid North,,
Amata,South Australia,South Australia - Outback,-22.2019,133.143
American Beach,,,-35.7788,137.9046
American River,,,-35.7725,137.7783
Amyton,South Australia,Barossa - Yorke - Mid North,-32.6,138.3333
Anama,South Australia,Barossa - Yorke - Mid North,-33.697,138.4166
Anangu Pitjantjatjara Yankunytjatjara,,,-22.2019,133.143
Andamooka,South Australia,South Australia - Outback,-30.4481,137.1656
Andamooka Station,South Australia,South Australia - Outback,-30.4481,137.1656
Andrews,South Australia,Barossa - Yorke - Mid North,-33.6396,138.6098
Andrews Farm,South Australia,Adelaide - North,-34.6763,138.662
Angas Plains,South Australia,South Australia - South East,-35.35,139.0
Angas Valley,South Australia,South Australia - South East,-34.7667,139.3
Angaston,,,-34.5013,139.0462
Angle Park,South Australia,Adelaide - West,-34.8599,138.558
Angle Vale,South Australia,Adelaide - North,-34.641,138.6461
Anna Creek,South Australia,South Australia - Outback,-28.72,135.3644
