suburb,state,latitude,longitude,index_right,id,name,additional,type,major_name,major_na_1,territoria,population,name_ascii,addition_1,major_na_2,territor_1,final_region,was_different
Frimley,Hastings District,-39.61956137026697,176.83137487548646,5808.0,402.0,Frimley,,Suburb,Hastings,City,Hastings District,4302.0,Frimley,,Hastings,Hastings District,Hastings District,False
Ōtaki Beach,Kapiti Coast District,-40.74590383490559,175.11600800204337,5809.0,8647.0,Ōtaki Beach,,Suburb,Ōtaki,Town,Kapiti Coast District,2094.0,Otaki Beach,,Otaki,Kapiti Coast District,Kapiti Coast District,False
Kuriwao,Clutha District,-46.19476372974994,169.4220382628086,5810.0,729.0,Kuriwao,,Locality,Clinton,Town,Clutha District,38.0,Kuriwao,,Clinton,Clutha District,Clutha District,False
Albert Town,Queenstown-Lakes District,-44.60779018413449,169.18025259957318,5811.0,4051.0,Albert Town,"Hawea, Maungawera",Locality,Wānaka,Town,Queenstown-Lakes District,2628.0,Albert Town,"Hawea, Maungawera",Wanaka,Queenstown-Lakes District,Queenstown-Lakes District,False
Kōhatu,Tasman District,-41.45962147150974,172.83489427996156,5812.0,707.0,Kōhatu,,Locality,Wakefield,Town,Tasman District,45.0,Kohatu,,Wakefield,Tasman District,Tasman District,False
Normanby,South Taranaki District,-39.515605673065664,174.2968729011194,5813.0,1050.0,Normanby,Fraser Road,Suburb,Hāwera,Town,South Taranaki District,1873.0,Normanby,Fraser Road,Hawera,South Taranaki District,South Taranaki District,False
Motuora Island,Auckland,-36.50555382453,174.79328069712028,5814.0,4609.0,Motuora Island,Hauraki Gulf,Island,,,Auckland,1.0,Motuora Island,Hauraki Gulf,,Auckland,Auckland,False
Kaiwaka,Kaipara District,-36.20783148273203,174.4075477658212,5815.0,2761.0,Kaiwaka,Oneriri,Locality,Kaiwaka,Town,Kaipara District,2329.0,Kaiwaka,Oneriri,Kaiwaka,Kaipara District,Kaipara District,False
Ahikōuka,South Wairarapa District,-41.07288631428715,175.48911425045034,5816.0,6.0,Ahikōuka,,Locality,Greytown,Town,South Wairarapa District,97.0,Ahikouka,,Greytown,South Wairarapa District,South Wairarapa District,False
Kekerengu,"Kaikoura District, Marlborough District",-41.96518611674935,173.96879681110832,5817.0,8980.0,Kekerengu,,Locality,Kaikōura,Town,"Kaikoura District, Marlborough District",113.0,Kekerengu,,Kaikoura,"Kaikoura District, Marlborough District","Kaikoura District, Marlborough District",False
Katea,Clutha District,-46.41855200892351,169.64781774586197,5818.0,663.0,Katea,,Locality,Owaka,Town,Clutha District,34.0,Katea,,Owaka,Clutha District,Clutha District,False
Balaclava,Dunedin City,-45.89146967634085,170.47213614924814,5819.0,91.0,Balaclava,,Suburb,Dunedin,City,Dunedin City,705.0,Balaclava,,Dunedin,Dunedin City,Dunedin City,False
Takapūwāhia,Porirua City,-41.121963246478565,174.82847566912497,5820.0,8870.0,Takapūwāhia,,Suburb,Porirua,City,Porirua City,1613.0,Takapuwahia,,Porirua,Porirua City,Porirua City,False
Otaitai Bush,Southland District,-46.325852474290194,168.05986430025754,5821.0,1146.0,Otaitai Bush,,Locality,Riverton/Aparima,Town,Southland District,31.0,Otaitai Bush,,Riverton/Aparima,Southland District,Southland District,False
Kensington,Whangarei District,-35.7093382393361,174.3148431367678,5822.0,680.0,Kensington,Mairtown,Suburb,Whangārei,City,Whangarei District,4502.0,Kensington,Mairtown,Whangarei,Whangarei District,Whangarei District,False
Tuai,Wairoa District,-38.88131931865222,177.11844165960085,5823.0,2266.0,Tuai,"Kaitawa, Kokako, Onepoto, Piripaua",Locality,Wairoa,Town,Wairoa District,365.0,Tuai,"Kaitawa, Kokako, Onepoto, Piripaua",Wairoa,Wairoa District,Wairoa District,False
Beerescourt,Hamilton City,-37.76720324558293,175.26269042016267,5824.0,109.0,Beerescourt,Te Rapa Straight,Suburb,Hamilton,City,Hamilton City,2591.0,Beerescourt,Te Rapa Straight,Hamilton,Hamilton City,Hamilton City,False
Te Arai,Auckland,-36.194290523114645,174.60071450396472,5825.0,2852.0,Te Arai,Te Arai Point,Locality,Wellsford,Town,Auckland,563.0,Te Arai,Te Arai Point,Wellsford,Auckland,Auckland,False
Doyleston,Selwyn District,-43.74286781974323,172.3314635249442,5826.0,2091.0,Doyleston,,Suburb,Doyleston,Major Locality,Selwyn District,448.0,Doyleston,,Doyleston,Selwyn District,Selwyn District,False
Shannon,Dunedin City,-45.6477114287492,170.0742233798962,5827.0,1482.0,Shannon,,Locality,Middlemarch,Major Locality,Dunedin City,26.0,Shannon,,Middlemarch,Dunedin City,Dunedin City,False
Te Henga / Bethells Beach,Auckland,-36.889435272243645,174.460077305258,5828.0,2755.0,Te Henga / Bethells Beach,"Bethells Beach, Te Henga",Locality,Te Henga / Bethells Beach,Major Locality,Auckland,338.0,Te Henga / Bethells Beach,"Bethells Beach, Te Henga",Te Henga / Bethells Beach,Auckland,Auckland,False
Port Albert,Auckland,-36.27403604906718,174.45326272641364,5829.0,2763.0,Port Albert,,Locality,Wellsford,Town,Auckland,195.0,Port Albert,,Wellsford,Auckland,Auckland,False
Craigs Flat,Upper Hutt City,-41.04704385920624,175.0715777050001,5830.0,264.0,Craigs Flat,,Suburb,Upper Hutt,City,Upper Hutt City,25.0,Craigs Flat,,Upper Hutt,Upper Hutt City,Upper Hutt City,False
Timaru Port,Timaru District,-44.392187156301226,171.25685458468342,,,,,,,,,,,,,,,False
Taringamotu,Ruapehu District,-38.82678602812391,175.39248083775274,5832.0,1596.0,Taringamotu,"Meringa, Ngakonui, Oruaiwi, Taringamotu Valley",Locality,Taringamotu,Major Locality,Ruapehu District,288.0,Taringamotu,"Meringa, Ngakonui, Oruaiwi, Taringamotu Valley",Taringamotu,Ruapehu District,Ruapehu District,False
Ahuriri Flat,Clutha District,-46.41994267511608,169.73956267180745,5833.0,2504.0,Ahuriri Flat,"Glenomaru, Hays Gap, Otekura, Tirohanga",Locality,Kaka Point,Major Locality,Clutha District,106.0,Ahuriri Flat,"Glenomaru, Hays Gap, Otekura, Tirohanga",Kaka Point,Clutha District,Clutha District,False
Normanby,Dunedin City,-45.83356879228534,170.55397738983115,5834.0,1048.0,Normanby,,Suburb,Dunedin,City,Dunedin City,720.0,Normanby,,Dunedin,Dunedin City,Dunedin City,False
Mahana,Tasman District,-41.265141295448856,173.045498632458,5835.0,791.0,Mahana,,Locality,Upper Moutere,Town,Tasman District,317.0,Mahana,,Upper Moutere,Tasman District,Tasman District,False
Nawton,Hamilton City,-37.77829103038392,175.23649364791146,5836.0,2367.0,Nawton,"Avalon Industrial, Grandview, Livingstone",Suburb,Hamilton,City,Hamilton City,12623.0,Nawton,"Avalon Industrial, Grandview, Livingstone",Hamilton,Hamilton City,Hamilton City,False
Mount Stoker,Dunedin City,-45.61052056613556,170.29423992267218,5837.0,991.0,Mount Stoker,Mt Stoker,Locality,Middlemarch,Major Locality,Dunedin City,19.0,Mount Stoker,Mt Stoker,Middlemarch,Dunedin City,Dunedin City,False
Slope Point,Southland District,-46.65449420165183,169.01224603830784,5838.0,1493.0,Slope Point,Slope Pt,Locality,Tokanui,Major Locality,Southland District,28.0,Slope Point,Slope Pt,Tokanui,Southland District,Southland District,False
Stony Creek,Clutha District,-46.18354461922073,169.7882207763791,5839.0,1537.0,Stony Creek,,Locality,Balclutha,Town,Clutha District,44.0,Stony Creek,,Balclutha,Clutha District,Clutha District,False
Longbush,Southland District,-46.37570127325747,168.5004324602196,5840.0,763.0,Longbush,,Locality,Invercargill,City,Southland District,156.0,Longbush,,Invercargill,Southland District,Southland District,False
Alicetown,Lower Hutt City,-41.216363669693166,174.89177497805315,5841.0,19.0,Alicetown,"Ava, Lower Hutt Central, Wellington",Suburb,Lower Hutt,City,Lower Hutt City,2283.0,Alicetown,"Ava, Lower Hutt Central, Wellington",Lower Hutt,Lower Hutt City,Lower Hutt City,False
Cuvier Island (Repanga Island),Thames-Coromandel District,-36.43655056371161,175.7716354497563,5842.0,4271.0,Cuvier Island (Repanga Island),"Cuvier Island, Repanga Island",Island,,,Thames-Coromandel District,1.0,Cuvier Island (Repanga Island),"Cuvier Island, Repanga Island",,Thames-Coromandel District,Thames-Coromandel District,False
Nightcaps,Southland District,-45.96896640047781,168.0154169883278,5843.0,1041.0,Nightcaps,,Suburb,Nightcaps,Major Locality,Southland District,345.0,Nightcaps,,Nightcaps,Southland District,Southland District,False
Pleasant Point,Timaru District,-44.25888067463181,171.13432210404645,5844.0,1263.0,Pleasant Point,Pleasant Pt,Suburb,Pleasant Point,Town,Timaru District,1566.0,Pleasant Point,Pleasant Pt,Pleasant Point,Timaru District,Timaru District,False
Kawerau,Kawerau District,-38.091863205633565,176.68750293709093,5845.0,2023.0,Kawerau,,Suburb,Kawerau,Town,Kawerau District,7609.0,Kawerau,,Kawerau,Kawerau District,Kawerau District,False
Mauriceville,Masterton District,-40.76584706747404,175.69119508278982,5846.0,901.0,Mauriceville,Mauriceville West,Locality,Mauriceville,Major Locality,Masterton District,264.0,Mauriceville,Mauriceville West,Mauriceville,Masterton District,Masterton District,False
Templeton,"Christchurch City, Selwyn District",-43.53150878923244,172.45991453411338,5847.0,1656.0,Templeton,,Suburb,Christchurch,City,"Christchurch City, Selwyn District",3287.0,Templeton,,Christchurch,"Christchurch City, Selwyn District","Christchurch City, Selwyn District",False
Whakaki,Wairoa District,-38.95508828732893,177.60691637963805,5848.0,2942.0,Whakaki,"Tahaenui, Tukemokihi",Locality,Whakaki,Major Locality,Wairoa District,170.0,Whakaki,"Tahaenui, Tukemokihi",Whakaki,Wairoa District,Wairoa District,False
Luggate,Queenstown-Lakes District,-44.77380646114597,169.26402625883043,5849.0,2200.0,Luggate,Mount Barker,Locality,Wānaka,Town,Queenstown-Lakes District,754.0,Luggate,Mount Barker,Wanaka,Queenstown-Lakes District,Queenstown-Lakes District,False
Highbank,Ashburton District,-43.606663239936665,171.73080700344127,5850.0,532.0,Highbank,Marawiti,Locality,Methven,Town,Ashburton District,262.0,Highbank,Marawiti,Methven,Ashburton District,Ashburton District,False
Atawhai,Nelson City,-41.25213122693034,173.32091972150752,5851.0,2546.0,Atawhai,"Brooklands, Dodson Valley, Tui Glen",Suburb,Nelson,City,Nelson City,2909.0,Atawhai,"Brooklands, Dodson Valley, Tui Glen",Nelson,Nelson City,Nelson City,False
Rotokauri,Waikato District,-37.76637181714964,175.19011652565095,5852.0,2412.0,Rotokauri,,Suburb,Hamilton,City,Waikato District,934.0,Rotokauri,,Hamilton,Waikato District,Waikato District,False
Wade Heads,Auckland,-36.640453774325096,174.7319283580006,5853.0,8962.0,Wade Heads,,Suburb,Whangaparāoa,Town,Auckland,481.0,Wade Heads,,Whangaparaoa,Auckland,Auckland,False
Dome Forest,Auckland,-36.37835490009408,174.58239524332726,5854.0,295.0,Dome Forest,"Hoteo, Streamlands, Waiwhiu, Wayby Valley",Locality,Warkworth,Town,Auckland,277.0,Dome Forest,"Hoteo, Streamlands, Waiwhiu, Wayby Valley",Warkworth,Auckland,Auckland,False
Winchmore,Ashburton District,-43.80321459494928,171.73551628769488,5855.0,1949.0,Winchmore,,Locality,Ashburton,Town,Ashburton District,269.0,Winchmore,,Ashburton,Ashburton District,Ashburton District,False
Riverton Racecourse,Southland District,-46.31694307613457,168.03323102679354,5856.0,1415.0,Riverton Racecourse,,Locality,Riverton/Aparima,Town,Southland District,8.0,Riverton Racecourse,,Riverton/Aparima,Southland District,Southland District,False
Windsor,Invercargill City,-46.39639529595297,168.36786372711032,5857.0,1951.0,Windsor,,Suburb,Invercargill,City,Invercargill City,3414.0,Windsor,,Invercargill,Invercargill City,Invercargill City,False
Chatham Island,Chatham Islands Territory,-43.8896801007674,-176.53713802947226,5858.0,8673.0,Chatham Island,,Island,Chatham Islands,Major Locality,Chatham Islands Territory,667.0,Chatham Island,,Chatham Islands,Chatham Islands Territory,Chatham Islands Territory,False
Whangaehu Valley,Masterton District,-40.84239563062301,175.77419811074574,5859.0,1922.0,Whangaehu Valley,Dreyers Rock,Locality,Masterton,Town,Masterton District,99.0,Whangaehu Valley,Dreyers Rock,Masterton,Masterton District,Masterton District,False
Leslie Hills,Hurunui District,-42.65781190553413,172.8454938371518,5860.0,4083.0,Leslie Hills,,Locality,Waiau,Major Locality,Hurunui District,73.0,Leslie Hills,,Waiau,Hurunui District,Hurunui District,False
Clouston Park,Upper Hutt City,-41.11711219664209,175.08647145092797,5861.0,2044.0,Clouston Park,,Suburb,Upper Hutt,City,Upper Hutt City,2468.0,Clouston Park,,Upper Hutt,Upper Hutt City,Upper Hutt City,False
Windsor,Waitaki District,-45.00671578241617,170.7746915237438,5862.0,1950.0,Windsor,,Locality,Oamaru,Town,Waitaki District,165.0,Windsor,,Oamaru,Waitaki District,Waitaki District,False
Himatangi Beach,Manawatu District,-40.37758473651628,175.25144690938174,5863.0,2169.0,Himatangi Beach,,Locality,Himatangi Beach,Major Locality,Manawatu District,652.0,Himatangi Beach,,Himatangi Beach,Manawatu District,Manawatu District,False
Hoe-O-Tainui,Matamata-Piako District,-37.49471654744056,175.41495682021946,5864.0,555.0,Hoe-O-Tainui,,Locality,Tahuna,Town,Matamata-Piako District,272.0,Hoe-O-Tainui,,Tahuna,Matamata-Piako District,Matamata-Piako District,False
Pukeawa,Clutha District,-46.1424937513727,169.63072868205327,5865.0,1300.0,Pukeawa,Pukepito,Locality,Balclutha,Town,Clutha District,104.0,Pukeawa,Pukepito,Balclutha,Clutha District,Clutha District,False
Omamari,Kaipara District,-35.84047689275112,173.66991636122646,5866.0,2776.0,Omamari,,Locality,Dargaville,Town,Kaipara District,154.0,Omamari,,Dargaville,Kaipara District,Kaipara District,False
Point Howard,Lower Hutt City,-41.24890521374096,174.91260517095589,5867.0,2575.0,Point Howard,Pt Howard,Suburb,Lower Hutt,City,Lower Hutt City,339.0,Point Howard,Pt Howard,Lower Hutt,Lower Hutt City,Lower Hutt City,False
Pūkorokoro / Miranda,"Hauraki District, Waikato District",-37.19848537661533,175.3002905262145,5868.0,2720.0,Pūkorokoro / Miranda,,Locality,Kaiaua,Town,"Hauraki District, Waikato District",528.0,Pukorokoro / Miranda,,Kaiaua,"Hauraki District, Waikato District","Hauraki District, Waikato District",False
Tainui,Dunedin City,-45.90099249138675,170.52540776009707,5869.0,1567.0,Tainui,,Suburb,Dunedin,City,Dunedin City,1348.0,Tainui,,Dunedin,Dunedin City,Dunedin City,False
Waiho,Westland District,-43.35017277453684,170.2898096376149,5870.0,2392.0,Waiho,,Locality,Franz Josef/Waiau,Major Locality,Westland District,12.0,Waiho,,Franz Josef/Waiau,Westland District,Westland District,False
Wanstead,Central Hawke's Bay District,-40.15511804646784,176.54238243234218,5871.0,4039.0,Wanstead,,Locality,Waipukurau,Town,Central Hawke's Bay District,176.0,Wanstead,,Waipukurau,Central Hawke's Bay District,Central Hawke's Bay District,False
Karekare,Auckland,-36.98742683975993,174.49990481497545,5872.0,2183.0,Karekare,,Locality,Auckland,City,Auckland,316.0,Karekare,,Auckland,Auckland,Auckland,False
Puwera,Whangarei District,-35.79832269204251,174.2903341080055,5873.0,1341.0,Puwera,,Suburb,Whangārei,City,Whangarei District,138.0,Puwera,,Whangarei,Whangarei District,Whangarei District,False
Levels Valley,Timaru District,-44.31489252860814,171.1281075917479,5874.0,748.0,Levels Valley,Rosewill Valley,Locality,Timaru,Town,Timaru District,450.0,Levels Valley,Rosewill Valley,Timaru,Timaru District,Timaru District,False
Raupunga,Wairoa District,-39.0169886698093,177.17398702475728,5875.0,2628.0,Raupunga,,Locality,Raupunga,Major Locality,Wairoa District,237.0,Raupunga,,Raupunga,Wairoa District,Wairoa District,False
Waiinu Beach,South Taranaki District,-39.84803013693239,174.73893224690278,5876.0,2245.0,Waiinu Beach,Waiinu,Locality,Whanganui,Town,South Taranaki District,94.0,Waiinu Beach,Waiinu,Whanganui,South Taranaki District,South Taranaki District,False
Waianiwa,Southland District,-46.285017971638254,168.23111230002095,5877.0,1768.0,Waianiwa,,Locality,Invercargill,City,Southland District,173.0,Waianiwa,,Invercargill,Southland District,Southland District,False
Te Weuweu Bay,Marlborough District,-41.254798999907926,174.22506901432718,5878.0,1651.0,Te Weuweu Bay,,Locality,Picton,Town,Marlborough District,,Te Weuweu Bay,,Picton,Marlborough District,Marlborough District,False
Aotea,Porirua City,-41.12806617118453,174.85814034225663,5879.0,8655.0,Aotea,,Suburb,Porirua,City,Porirua City,4339.0,Aotea,,Porirua,Porirua City,Porirua City,False
Koru,New Plymouth District,-39.16327765271286,174.01203846985828,5880.0,702.0,Koru,,Locality,New Plymouth,City,New Plymouth District,376.0,Koru,,New Plymouth,New Plymouth District,New Plymouth District,False
Matauwhi Bay,Far North District,-35.26959133988011,174.1281913620858,5881.0,7123.0,Matauwhi Bay,"Pomare Bay, Bay Of Islands",Coastal Bay,,,Far North District,,Matauwhi Bay,"Pomare Bay, Bay Of Islands",,Far North District,Far North District,False
Matira,Waikato District,-37.593296284855946,174.82953417671305,5882.0,889.0,Matira,,Locality,Ngāruawāhia,Town,Waikato District,62.0,Matira,,Ngaruawahia,Waikato District,Waikato District,False
McLeans Island,Christchurch City,-43.46873020632968,172.47694099621813,5883.0,906.0,McLeans Island,Templers Islands,Suburb,Christchurch,City,Christchurch City,72.0,McLeans Island,Templers Islands,Christchurch,Christchurch City,Christchurch City,False
Hillsborough,New Plymouth District,-39.083518148936825,174.13696005619414,5884.0,2347.0,Hillsborough,,Locality,New Plymouth,City,New Plymouth District,907.0,Hillsborough,,New Plymouth,New Plymouth District,New Plymouth District,False
Nikau Bay,Marlborough District,-41.169582507347286,173.89984314071208,5885.0,1042.0,Nikau Bay,,Locality,Marlborough Sounds,Major Locality,Marlborough District,2.0,Nikau Bay,,Marlborough Sounds,Marlborough District,Marlborough District,False
Whanganui East,Whanganui District,-39.91718306563629,175.0718649891588,5886.0,1881.0,Whanganui East,Wanganui Central,Suburb,Whanganui,Town,Whanganui District,6398.0,Whanganui East,Wanganui Central,Whanganui,Whanganui District,Whanganui District,False
Bishopdale,Nelson City,-41.30216992258537,173.2715969298328,5887.0,129.0,Bishopdale,,Suburb,Nelson,City,Nelson City,1028.0,Bishopdale,,Nelson,Nelson City,Nelson City,False
